---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 3
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_longum.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
  0.000000000000000e+00,  2.942384888979803e+01
  2.020202020202020e-02,  2.916773352335453e+01
  4.040404040404041e-02,  2.890970956731681e+01
  6.060606060606061e-02,  2.864973873476897e+01
  8.080808080808081e-02,  2.839028679817459e+01
  1.010101010101010e-01,  2.813010239624333e+01
  1.212121212121212e-01,  2.786932344107662e+01
  1.414141414141414e-01,  2.760796867159662e+01
  1.616161616161616e-01,  2.734845186713661e+01
  1.818181818181818e-01,  2.708910703756186e+01
  2.020202020202020e-01,  2.682245462271746e+01
  2.222222222222222e-01,  2.655458767158005e+01
  2.424242424242424e-01,  2.628616143073372e+01
  2.626262626262627e-01,  2.601851809331274e+01
  2.828282828282828e-01,  2.575362060052413e+01
  3.030303030303030e-01,  2.548935317427756e+01
  3.232323232323233e-01,  2.522638079623059e+01
  3.434343434343434e-01,  2.496483558447319e+01
  3.636363636363636e-01,  2.470481707894156e+01
  3.838383838383838e-01,  2.444661545581864e+01
  4.040404040404040e-01,  2.418994567880540e+01
  4.242424242424243e-01,  2.393511511440915e+01
  4.444444444444444e-01,  2.368232364561224e+01
  4.646464646464646e-01,  2.343117509131346e+01
  4.848484848484849e-01,  2.318141919288692e+01
  5.050505050505051e-01,  2.293386344758009e+01
