---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 2
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_longum.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
  0.000000000000000e+00,  1.185757819890126e+01
  2.020202020202020e-02,  1.180561294685353e+01
  4.040404040404041e-02,  1.175022662284290e+01
  6.060606060606061e-02,  1.169435555960966e+01
  8.080808080808081e-02,  1.163810243697243e+01
  1.010101010101010e-01,  1.159761968873462e+01
  1.212121212121212e-01,  1.153538569672900e+01
  1.414141414141414e-01,  1.145431598991443e+01
  1.616161616161616e-01,  1.138235264479671e+01
  1.818181818181818e-01,  1.130715989028864e+01
  2.020202020202020e-01,  1.122307044215488e+01
  2.222222222222222e-01,  1.112178911134815e+01
  2.424242424242424e-01,  1.101573809841779e+01
  2.626262626262627e-01,  1.090538677031419e+01
  2.828282828282828e-01,  1.079140827772188e+01
  3.030303030303030e-01,  1.067403677255941e+01
  3.232323232323233e-01,  1.055329261130723e+01
  3.434343434343434e-01,  1.042946864245753e+01
  3.636363636363636e-01,  1.030272912026317e+01
  3.838383838383838e-01,  1.017318722058105e+01
  4.040404040404040e-01,  1.004372766898631e+01
  4.242424242424243e-01,  9.959971604025739e+00
  4.444444444444444e-01,  9.960410785724472e+00
  4.646464646464646e-01,  9.942174486295324e+00
  4.848484848484849e-01,  9.904383196500124e+00
  5.050505050505051e-01,  9.858794344906123e+00
