---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 2
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_longum.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
  0.000000000000000e+00,  3.133379509426225e+01
  2.020202020202020e-02,  3.117482832216664e+01
  4.040404040404041e-02,  3.101468171635229e+01
  6.060606060606061e-02,  3.085298963427392e+01
  8.080808080808081e-02,  3.069221604432003e+01
  1.010101010101010e-01,  3.052994929121613e+01
  1.212121212121212e-01,  3.036726475977091e+01
  1.414141414141414e-01,  3.020487944612882e+01
  1.616161616161616e-01,  3.004263952244622e+01
  1.818181818181818e-01,  2.987747060624290e+01
  2.020202020202020e-01,  2.970740461267327e+01
  2.222222222222222e-01,  2.953019867006188e+01
  2.424242424242424e-01,  2.935209932895560e+01
  2.626262626262627e-01,  2.917297895665327e+01
  2.828282828282828e-01,  2.899242529781380e+01
  3.030303030303030e-01,  2.881531736504518e+01
  3.232323232323233e-01,  2.863807453767987e+01
  3.434343434343434e-01,  2.846071237498575e+01
  3.636363636363636e-01,  2.828323451204342e+01
  3.838383838383838e-01,  2.810567141357318e+01
  4.040404040404040e-01,  2.792786434686643e+01
  4.242424242424243e-01,  2.774499372360686e+01
  4.444444444444444e-01,  2.756478063131538e+01
  4.646464646464646e-01,  2.738519950527914e+01
  4.848484848484849e-01,  2.720703374165668e+01
  5.050505050505051e-01,  2.702655671746698e+01
