---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_breve.UpdData = 2
Main.Study.Output_biceps_brachii_caput_breve.FileName = "biceps_brachii_caput_breve_data.txt"
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_breve.Values = 
Main.Study.Output_biceps_brachii_caput_breve.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm"}
Main.Study.Output_biceps_brachii_caput_breve.Format = 0
Main.Study.Output_biceps_brachii_caput_breve.SepSign = ","
Main.Study.Output_biceps_brachii_caput_breve.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_breve.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
  0.000000000000000e+00,  2.367310760528399e-14
  2.020202020202020e-02,  2.589241154140295e-14
  4.040404040404041e-02,  2.746006605429765e-14
  6.060606060606061e-02,  2.907898794846470e-14
  8.080808080808081e-02,  3.470080837540760e-14
  1.010101010101010e-01,  5.779353851763921e-14
  1.212121212121212e-01,  5.637998283342880e-14
  1.414141414141414e-01,  9.181929104963367e-14
  1.616161616161616e-01,  1.030849115087586e-13
  1.818181818181818e-01,  1.695219253030149e-13
  2.020202020202020e-01,  1.705838253871508e-13
  2.222222222222222e-01,  2.036766040004173e-13
  2.424242424242424e-01,  3.575829300096096e-13
  2.626262626262627e-01,  1.455883899944413e-12
  2.828282828282828e-01,  8.738043202790755e-01
  3.030303030303030e-01,  1.981904153789092e+00
  3.232323232323233e-01,  2.947300936361622e+00
  3.434343434343434e-01,  3.761601882438963e+00
  3.636363636363636e-01,  4.491212681085919e+00
  3.838383838383838e-01,  5.160810588383962e+00
  4.040404040404040e-01,  5.765513088686607e+00
  4.242424242424243e-01,  6.358275070456401e+00
  4.444444444444444e-01,  6.928574406904296e+00
  4.646464646464646e-01,  7.478331641404793e+00
  4.848484848484849e-01,  8.008744375312286e+00
  5.050505050505051e-01,  8.523063799909492e+00
