---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 2
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_longum.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
  0.000000000000000e+00,  2.443400186434044e+01
  2.020202020202020e-02,  2.425864266562883e+01
  4.040404040404041e-02,  2.409069852190259e+01
  6.060606060606061e-02,  2.391530366589831e+01
  8.080808080808081e-02,  2.371026196545804e+01
  1.010101010101010e-01,  2.350948467339159e+01
  1.212121212121212e-01,  2.331329468803224e+01
  1.414141414141414e-01,  2.312217682087752e+01
  1.616161616161616e-01,  2.287061525342333e+01
  1.818181818181818e-01,  2.260095477897560e+01
  2.020202020202020e-01,  2.233163958626961e+01
  2.222222222222222e-01,  2.206271251576541e+01
  2.424242424242424e-01,  2.179425432268977e+01
  2.626262626262627e-01,  2.152635831462317e+01
  2.828282828282828e-01,  2.125906045972682e+01
  3.030303030303030e-01,  2.099242243078961e+01
  3.232323232323233e-01,  2.072652495792568e+01
  3.434343434343434e-01,  2.046142109679952e+01
  3.636363636363636e-01,  2.019723360174982e+01
  3.838383838383838e-01,  1.993416777205739e+01
  4.040404040404040e-01,  1.967212408137836e+01
  4.242424242424243e-01,  1.941132683051361e+01
  4.444444444444444e-01,  1.915230394130850e+01
  4.646464646464646e-01,  1.889555090658224e+01
  4.848484848484849e-01,  1.864046909078392e+01
  5.050505050505051e-01,  1.838486002551988e+01
