---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_longum.UpdData = 2
Main.Study.Output_biceps_brachii_caput_longum.FileName = "biceps_brachii_caput_longum_data.txt"
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_longum.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_longum.Values = 
Main.Study.Output_biceps_brachii_caput_longum.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm"}
Main.Study.Output_biceps_brachii_caput_longum.Format = 0
Main.Study.Output_biceps_brachii_caput_longum.SepSign = ","
Main.Study.Output_biceps_brachii_caput_longum.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_longum.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_longum.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_longum.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_longum.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_longum.Fm
  0.000000000000000e+00,  2.828056250703099e+00
  2.020202020202020e-02,  2.941686989346840e+00
  4.040404040404041e-02,  3.055060014958728e+00
  6.060606060606061e-02,  3.170592731576968e+00
  8.080808080808081e-02,  3.288913390220093e+00
  1.010101010101010e-01,  3.408384849371731e+00
  1.212121212121212e-01,  3.531095608644139e+00
  1.414141414141414e-01,  3.661078208947203e+00
  1.616161616161616e-01,  3.792900971269241e+00
  1.818181818181818e-01,  3.926631671263202e+00
  2.020202020202020e-01,  4.061837836290628e+00
  2.222222222222222e-01,  4.198272466846287e+00
  2.424242424242424e-01,  4.336177885114566e+00
  2.626262626262627e-01,  4.475485357237616e+00
  2.828282828282828e-01,  4.617505922053980e+00
  3.030303030303030e-01,  4.760906037402922e+00
  3.232323232323233e-01,  4.904951212835633e+00
  3.434343434343434e-01,  5.049338711786849e+00
  3.636363636363636e-01,  5.193575409205120e+00
  3.838383838383838e-01,  5.337608229183809e+00
  4.040404040404040e-01,  5.481423569823411e+00
  4.242424242424243e-01,  5.624957214934566e+00
  4.444444444444444e-01,  5.767960623125967e+00
  4.646464646464646e-01,  5.910134199042083e+00
  4.848484848484849e-01,  6.051272058686868e+00
  5.050505050505051e-01,  6.191597395213871e+00
